,X,Y,ID,AdditionSQFT,ApplicationNumber,BuildingFinalLastInspDate,BuildingFinalLastInspResult,BuildingPermitStatusDescription,BuildingPermitStatusReasonDescr,Certificatecode,Certificatedate,CompanyAddress,CompanyCity,CompanyName,CompanyZip,DaysInCity,DaysInCityNumeric,DeliveryAddress,FirstSubmissionDate,FolioNumber,IsPermitFinal,IsPrivateProvider,IssuedDate,Latitude,Longitude,Miami21Zone,NewAdditionCost,PermitNumber,PlanAcceptedDate,PlanCreatedDate,ProcessNumber,PropertyType,RemodelingCost,RemSQFT,RequiredCertificate,ScopeofWork,Statusdate,TotalCost,TotalDaysInPlanReview,TotalDaysInPlanReviewNumeric,TotalSQFT,WorkItems,ObjectId
496,-80.18982019,25.78406366,497,0.0,BD12010756,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,41 Day(s) 5 Hour(s) 29 Minute(s) ,41.0,1000 BISCAYNE BLVD,2019/02/14 15:48:00+00,132310790001,YES,False,2019/05/01 12:36:00+00,25.78406366,-80.18982019,T6-80-O,0.0,BD12010756068E001,2019-02-14 15:48:00+00:00,2019/02/14 11:05:00+00,BD12010756068,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/06/10 09:54:00+00,10000.0,75 Day(s) 20 Hour(s) 48 Minute(s) ,75.0,0.0,GENERATOR (COMMERCIAL / MULTIFAMILY)|ELECTRICAL FOR FIRE ALARM,497
612,-80.18982019,25.78406366,513,0.0,BD12010756,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,11 Day(s) 2 Hour(s) 30 Minute(s) ,11.0,1000 BISCAYNE BLVD,2019/05/31 09:50:00+00,132310790001,YES,False,2019/06/13 15:24:00+00,25.78406366,-80.18982019,T6-80-O,0.0,BD12010756086E001,2019-05-31 09:50:00+00:00,2019/05/30 15:30:00+00,BD12010756086,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/06/18 11:36:00+00,12000.0,13 Day(s) 5 Hour(s) 34 Minute(s) ,13.0,0.0,ELECTRICAL FOR FIRE ALARM,613
613,-80.18982019,25.78406366,514,0.0,BD12010756,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,11 Day(s) 2 Hour(s) 30 Minute(s) ,11.0,1000 BISCAYNE BLVD,2019/05/31 09:50:00+00,132310790001,YES,False,2019/06/13 14:33:00+00,25.78406366,-80.18982019,T6-80-O,,BD12010756086F001,2019-05-31 09:50:00+00:00,2019/05/30 15:30:00+00,BD12010756086,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/06/18 11:36:00+00,12000.0,13 Day(s) 4 Hour(s) 43 Minute(s) ,13.0,0.0,NEW FIRE ALARM SYSTEM,614
614,-80.18982019,25.78406366,515,0.0,BD12010756,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 24 Minute(s) ,0.0,1000 BISCAYNE BLVD,2019/06/13 14:56:00+00,132310790001,YES,False,2019/06/13 15:42:00+00,25.78406366,-80.18982019,T6-80-O,,BD12010756087E001,2019-06-13 14:55:00+00:00,2019/06/12 15:32:00+00,BD12010756087,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/06/14 13:16:00+00,1000.0,0 Day(s) 0 Hour(s) 47 Minute(s) ,0.0,0.0,TEMPORARY FOR TESTING,615
2077,-80.19280539,25.76425168,2676,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 3 Hour(s) 15 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/01/23 10:39:00+00,141391640001,YES,False,2019/01/24 10:50:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407027E001,2019-01-23 10:39:00+00:00,2019/01/23 10:25:00+00,BD14014407027,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/01/25 10:13:00+00,500.0,1 Day(s) 0 Hour(s) 11 Minute(s) ,1.0,0.0,TEMPORARY FOR TESTING,2078
2078,-80.19280539,25.76425168,2677,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 16 Hour(s) 29 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/03/18 16:16:00+00,141391640001,YES,False,2019/03/26 15:13:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407028E001,2019-03-18 16:16:00+00:00,2019/03/18 14:15:00+00,BD14014407028,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/04/05 09:32:00+00,8000.0,7 Day(s) 22 Hour(s) 57 Minute(s) ,7.0,0.0,TEMPORARY FOR TESTING,2079
2079,-80.19280539,25.76425168,2678,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 16 Hour(s) 29 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/03/18 16:18:00+00,141391640001,YES,False,2019/03/26 15:12:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407029E001,2019-03-18 16:18:00+00:00,2019/03/18 14:18:00+00,BD14014407029,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/04/05 09:33:00+00,8000.0,7 Day(s) 22 Hour(s) 54 Minute(s) ,7.0,0.0,TEMPORARY FOR TESTING,2080
2080,-80.19280539,25.76425168,2679,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 16 Hour(s) 28 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/03/18 16:20:00+00,141391640001,YES,False,2019/03/26 15:13:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407030E001,2019-03-18 16:19:00+00:00,2019/03/18 14:20:00+00,BD14014407030,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/04/09 15:42:00+00,8000.0,7 Day(s) 22 Hour(s) 54 Minute(s) ,7.0,0.0,TEMPORARY FOR TESTING,2081
2081,-80.19280539,25.76425168,2680,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 16 Hour(s) 27 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/03/18 16:22:00+00,141391640001,YES,False,2019/03/26 15:13:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407031E001,2019-03-18 16:21:00+00:00,2019/03/18 14:22:00+00,BD14014407031,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/04/09 15:42:00+00,8000.0,7 Day(s) 22 Hour(s) 52 Minute(s) ,7.0,0.0,TEMPORARY FOR TESTING,2082
2084,-80.19280539,25.76425168,2681,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 16 Hour(s) 27 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/03/18 16:24:00+00,141391640001,YES,False,2019/03/26 15:13:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407032E001,2019-03-18 16:23:00+00:00,2019/03/18 14:24:00+00,BD14014407032,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/04/05 09:34:00+00,8000.0,7 Day(s) 22 Hour(s) 50 Minute(s) ,7.0,0.0,TEMPORARY FOR TESTING,2085
2086,-80.19280539,25.76425168,2683,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,138 Day(s) 10 Hour(s) 35 Minute(s) ,138.0,1000 BRICKELL PLZ,2019/03/22 09:35:00+00,141391640001,YES,False,2019/09/26 14:00:00+00,25.76425168,-80.19280539,T6-48B-O,0.0,BD14014407034E001,2019-03-22 09:34:00+00:00,2019/03/21 12:17:00+00,BD14014407034,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/10/23 08:48:00+00,3800.0,188 Day(s) 4 Hour(s) 26 Minute(s) ,188.0,0.0,POOL OR SPA (SINGLE UNIT),2087
2090,-80.19280539,25.76425168,2687,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,42 Day(s) 9 Hour(s) 35 Minute(s) ,42.0,1000 BRICKELL PLZ,2019/03/22 08:40:00+00,141391640001,YES,False,2019/07/22 17:08:00+00,25.76425168,-80.19280539,T6-48B-O,0.0,BD14014407036E001,2019-03-22 08:39:00+00:00,2019/03/21 12:24:00+00,BD14014407036,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/10/23 08:49:00+00,6000.0,122 Day(s) 8 Hour(s) 29 Minute(s) ,122.0,0.0,POOL OR SPA (SINGLE UNIT),2091
2094,-80.19280539,25.76425168,2691,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,42 Day(s) 5 Hour(s) 24 Minute(s) ,42.0,1000 BRICKELL PLZ,2019/03/22 09:39:00+00,141391640001,YES,False,2019/07/22 17:10:00+00,25.76425168,-80.19280539,T6-48B-O,0.0,BD14014407038E001,2019-03-22 09:39:00+00:00,2019/03/21 12:32:00+00,BD14014407038,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/10/23 09:11:00+00,5000.0,122 Day(s) 7 Hour(s) 31 Minute(s) ,122.0,0.0,POOL OR SPA (SINGLE UNIT),2095
2099,-80.19280539,25.76425168,2696,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,72 Day(s) 12 Hour(s) 17 Minute(s) ,72.0,1000 BRICKELL PLZ,2019/03/29 09:04:00+00,141391640001,YES,False,2019/09/12 09:34:00+00,25.76425168,-80.19280539,T6-48B-O,0.0,BD14014407041E001,2019-03-29 09:03:00+00:00,2019/03/28 14:35:00+00,BD14014407041,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/10/23 09:11:00+00,5000.0,167 Day(s) 0 Hour(s) 31 Minute(s) ,167.0,0.0,COMBINATION POOL AND SPA,2100
2103,-80.19280539,25.76425168,2700,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,66 Day(s) 2 Hour(s) 32 Minute(s) ,66.0,1000 BRICKELL PLZ,2019/03/29 09:05:00+00,141391640001,YES,False,2019/07/22 17:12:00+00,25.76425168,-80.19280539,T6-48B-O,0.0,BD14014407042E001,2019-03-29 09:04:00+00:00,2019/03/28 14:48:00+00,BD14014407042,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/10/23 09:09:00+00,6000.0,115 Day(s) 8 Hour(s) 8 Minute(s) ,115.0,0.0,COMBINATION POOL AND SPA,2104
2231,-80.19280539,25.76425168,2704,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,124 Day(s) 19 Hour(s) 13 Minute(s) ,124.0,1000 BRICKELL PLZ,2019/03/29 09:05:00+00,141391640001,YES,False,2019/08/22 20:13:00+00,25.76425168,-80.19280539,T6-48B-O,0.0,BD14014407043E001,2019-03-29 09:05:00+00:00,2019/03/28 14:56:00+00,BD14014407043,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/10/23 09:08:00+00,5000.0,146 Day(s) 11 Hour(s) 8 Minute(s) ,146.0,0.0,COMBINATION POOL AND SPA,2232
2258,-80.19280539,25.76425168,2708,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,102 Day(s) 23 Hour(s) 34 Minute(s) ,102.0,1000 BRICKELL PLZ,2019/03/29 09:06:00+00,141391640001,YES,False,2019/08/22 20:10:00+00,25.76425168,-80.19280539,T6-48B-O,0.0,BD14014407044E001,2019-03-29 09:06:00+00:00,2019/03/28 15:03:00+00,BD14014407044,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/10/23 09:05:00+00,10000.0,146 Day(s) 11 Hour(s) 4 Minute(s) ,146.0,0.0,COMBINATION POOL AND SPA,2259
2410,-80.19280539,25.76425168,2711,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 53 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/04/11 09:29:00+00,141391640001,YES,False,2019/04/15 14:53:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407046E001,2019-04-11 09:29:00+00:00,2019/04/10 15:14:00+00,BD14014407046,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/04/26 09:34:00+00,8000.0,4 Day(s) 5 Hour(s) 24 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2411
2417,-80.19280539,25.76425168,2712,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,1 Day(s) 19 Hour(s) 46 Minute(s) ,1.0,1000 BRICKELL PLZ,2019/04/11 09:30:00+00,141391640001,YES,False,2019/04/22 11:25:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407047E001,2019-04-11 09:30:00+00:00,2019/04/10 16:17:00+00,BD14014407047,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/04/26 09:35:00+00,8000.0,11 Day(s) 1 Hour(s) 55 Minute(s) ,11.0,0.0,TEMPORARY FOR TESTING,2418
2427,-80.19280539,25.76425168,2713,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 44 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/04/11 09:39:00+00,141391640001,YES,False,2019/04/15 14:50:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407048E001,2019-04-11 09:38:00+00:00,2019/04/10 16:19:00+00,BD14014407048,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/05/13 09:48:00+00,8000.0,4 Day(s) 5 Hour(s) 12 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2428
2439,-80.19280539,25.76425168,2714,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 43 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/04/11 09:40:00+00,141391640001,YES,False,2019/04/15 14:47:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407049E001,2019-04-11 09:40:00+00:00,2019/04/10 16:20:00+00,BD14014407049,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/05/13 09:47:00+00,8000.0,4 Day(s) 5 Hour(s) 7 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2440
2452,-80.19280539,25.76425168,2715,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 44 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/04/11 09:41:00+00,141391640001,YES,False,2019/04/15 14:44:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407050E001,2019-04-11 09:41:00+00:00,2019/04/10 16:22:00+00,BD14014407050,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/05/20 07:55:00+00,8000.0,4 Day(s) 5 Hour(s) 3 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2453
2457,-80.19280539,25.76425168,2716,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 41 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/04/11 09:44:00+00,141391640001,YES,False,2019/04/15 14:42:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407051E001,2019-04-11 09:43:00+00:00,2019/04/10 16:23:00+00,BD14014407051,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/05/20 07:56:00+00,8000.0,4 Day(s) 4 Hour(s) 59 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2458
2464,-80.19280539,25.76425168,2717,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 18 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/04/11 10:08:00+00,141391640001,YES,False,2019/04/15 14:25:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407052E001,2019-04-11 10:07:00+00:00,2019/04/10 16:25:00+00,BD14014407052,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/07/11 09:33:00+00,8000.0,4 Day(s) 4 Hour(s) 18 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2465
2466,-80.19280539,25.76425168,2718,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 16 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/04/11 10:10:00+00,141391640001,YES,False,2019/04/15 14:32:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407053E001,2019-04-11 10:09:00+00:00,2019/04/11 07:39:00+00,BD14014407053,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/07/11 09:33:00+00,8000.0,4 Day(s) 4 Hour(s) 23 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2467
2474,-80.19280539,25.76425168,2719,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 16 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/04/11 10:11:00+00,141391640001,YES,False,2019/04/15 14:38:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407054E001,2019-04-11 10:11:00+00:00,2019/04/11 07:41:00+00,BD14014407054,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/07/17 16:10:00+00,8000.0,4 Day(s) 4 Hour(s) 27 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2475
2480,-80.19280539,25.76425168,2720,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 15 Minute(s) ,0.0,1000 BRICKELL PLZ,2019/04/11 10:12:00+00,141391640001,YES,False,2019/04/15 14:35:00+00,25.76425168,-80.19280539,T6-48B-O,,BD14014407055E001,2019-04-11 10:11:00+00:00,2019/04/11 07:47:00+00,BD14014407055,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/07/17 16:09:00+00,8000.0,4 Day(s) 4 Hour(s) 24 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2481
2511,-80.19280539,25.76425168,2724,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,22 Day(s) 6 Hour(s) 29 Minute(s) ,22.0,1000 BRICKELL PLZ,2019/06/05 08:35:00+00,141391640001,YES,False,2019/07/22 17:03:00+00,25.76425168,-80.19280539,T6-48B-O,0.0,BD14014407060E001,2019-06-05 08:35:00+00:00,2019/06/04 10:41:00+00,BD14014407060,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/10/29 12:48:00+00,62225.0,47 Day(s) 8 Hour(s) 28 Minute(s) ,47.0,0.0,GENERATOR (COMMERCIAL / MULTIFAMILY),2512
2595,-80.2381064389406,25.7282723933589,2549,0.0,BD14013442,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,57 Day(s) 20 Hour(s) 8 Minute(s) ,57.0,2811 S BAYSHORE DR,2019/02/11 15:46:00+00,141214540001,YES,True,2019/09/16 14:15:00+00,25.7282723933589,-80.2381064389406,T6-12-O,0.0,BD14013442103E001,2019-02-11 15:46:00+00:00,2019/02/11 14:38:00+00,BD14013442103,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/05/07 09:02:00+00,175000.0,216 Day(s) 22 Hour(s) 29 Minute(s) ,216.0,0.0,ELECTRICAL FOR FIRE ALARM,2596
2604,-80.2381064389406,25.7282723933589,2550,0.0,BD14013442,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,57 Day(s) 20 Hour(s) 8 Minute(s) ,57.0,2811 S BAYSHORE DR,2019/02/11 15:46:00+00,141214540001,YES,True,2019/08/21 11:12:00+00,25.7282723933589,-80.2381064389406,T6-12-O,0.0,BD14013442103F001,2019-02-11 15:46:00+00:00,2019/02/11 14:38:00+00,BD14013442103,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2020/12/16 10:55:00+00,175000.0,190 Day(s) 19 Hour(s) 26 Minute(s) ,190.0,0.0,NEW FIRE ALARM SYSTEM,2605
2606,-80.19280539,25.76425168,2739,0.0,BD14014407,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,34 Day(s) 0 Hour(s) 43 Minute(s) ,34.0,1000 BRICKELL PLZ,2019/08/16 08:44:00+00,141391640001,YES,False,2019/09/19 11:35:00+00,25.76425168,-80.19280539,T6-48B-O,0.0,BD14014407076E001,2019-08-16 08:43:00+00:00,2019/08/14 10:29:00+00,BD14014407076,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/10/03 08:58:00+00,120000.0,34 Day(s) 2 Hour(s) 52 Minute(s) ,34.0,0.0,LOW VOLTAGE CELLULAR PHONE ANTENNA (DAS),2607
2626,-80.2381064389406,25.7282723933589,2554,0.0,BD14013442,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 18 Hour(s) 21 Minute(s) ,0.0,2811 S BAYSHORE DR,2019/10/09 16:39:00+00,141214540001,YES,True,2019/10/14 12:39:00+00,25.7282723933589,-80.2381064389406,T6-12-O,,BD14013442107E001,2019-10-09 16:37:00+00:00,2019/10/09 12:15:00+00,BD14013442107,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/10/25 11:51:00+00,7500.0,4 Day(s) 20 Hour(s) 2 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2627
2634,-80.2381064389406,25.7282723933589,2555,0.0,BD14013442,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 18 Hour(s) 23 Minute(s) ,0.0,2811 S BAYSHORE DR,2019/10/09 16:40:00+00,141214540001,YES,True,2019/10/14 12:44:00+00,25.7282723933589,-80.2381064389406,T6-12-O,,BD14013442108E001,2019-10-09 16:40:00+00:00,2019/10/09 12:18:00+00,BD14013442108,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/10/25 11:52:00+00,7500.0,4 Day(s) 20 Hour(s) 4 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2635
2641,-80.2381064389406,25.7282723933589,2556,0.0,BD14013442,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 18 Hour(s) 24 Minute(s) ,0.0,2811 S BAYSHORE DR,2019/10/09 16:42:00+00,141214540001,YES,True,2019/10/14 12:51:00+00,25.7282723933589,-80.2381064389406,T6-12-O,,BD14013442109E001,2019-10-09 16:41:00+00:00,2019/10/09 12:20:00+00,BD14013442109,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/10/25 11:53:00+00,7500.0,4 Day(s) 20 Hour(s) 10 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2642
2645,-80.2381064389406,25.7282723933589,2557,0.0,BD14013442,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 18 Hour(s) 24 Minute(s) ,0.0,2811 S BAYSHORE DR,2019/10/09 16:43:00+00,141214540001,YES,True,2019/10/14 11:31:00+00,25.7282723933589,-80.2381064389406,T6-12-O,,BD14013442110E001,2019-10-09 16:42:00+00:00,2019/10/09 12:22:00+00,BD14013442110,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/10/25 11:54:00+00,7500.0,4 Day(s) 18 Hour(s) 49 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2646
2656,-80.2381064389406,25.7282723933589,2558,0.0,BD14013442,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 18 Hour(s) 24 Minute(s) ,0.0,2811 S BAYSHORE DR,2019/10/09 16:44:00+00,141214540001,YES,True,2019/10/14 12:54:00+00,25.7282723933589,-80.2381064389406,T6-12-O,,BD14013442111E001,2019-10-09 16:44:00+00:00,2019/10/09 12:27:00+00,BD14013442111,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/10/25 11:55:00+00,7500.0,4 Day(s) 20 Hour(s) 10 Minute(s) ,4.0,0.0,TEMPORARY FOR TESTING,2657
2660,-80.2381064389406,25.7282723933589,2559,0.0,BD14013442,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 20 Minute(s) ,0.0,2811 S BAYSHORE DR,2019/11/07 15:18:00+00,141214540001,YES,True,2019/11/11 09:28:00+00,25.7282723933589,-80.2381064389406,T6-12-O,,BD14013442113E001,2019-11-07 15:17:00+00:00,2019/11/07 12:02:00+00,BD14013442113,Commercial,,0.0,CO,NEW CONSTRUCTION,2019/12/20 08:55:00+00,7500.0,3 Day(s) 18 Hour(s) 11 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,2661
2667,-80.2381064389406,25.7282723933589,2560,0.0,BD14013442,,,Final,All Inspections are finalized.,,,11600 DR ML KING JR ST. N. ,ST PETERSBURG,POWER DESIGN INC,33716.0,0 Day(s) 0 Hour(s) 33 Minute(s) ,0.0,2811 S BAYSHORE DR,2019/11/07 15:13:00+00,141214540001,YES,True,2019/11/11 09:30:00+00,25.7282723933589,-80.2381064389406,T6-12-O,0.0,BD14013442114E001,2019-11-07 15:13:00+00:00,2019/11/07 12:13:00+00,BD14013442114,Commercial,0.0,0.0,CO,NEW CONSTRUCTION,2019/12/20 08:56:00+00,7500.0,3 Day(s) 18 Hour(s) 17 Minute(s) ,3.0,0.0,TEMPORARY FOR TESTING,2668
